"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"01/05/2024";"0000";"27,6";"27,9";"27,5";"83,0";"83,0";"78,0";"24,4";"24,4";"23,8";"1007,8";"1007,8";"1007,0";"";"17,0";"";"";"0,0"
"01/05/2024";"0100";"27,2";"27,7";"27,1";"85,0";"85,0";"82,0";"24,5";"24,6";"24,3";"1008,2";"1008,3";"1007,8";"";"5,0";"";"";"0,0"
"01/05/2024";"0200";"26,6";"27,5";"26,6";"89,0";"89,0";"84,0";"24,6";"24,6";"24,4";"1008,7";"1008,8";"1008,1";"";"144,0";"";"";"0,0"
"01/05/2024";"0300";"26,4";"26,6";"26,3";"93,0";"93,0";"89,0";"25,1";"25,2";"24,7";"1008,8";"1008,9";"1008,7";"";"117,0";"";"";"0,0"
"01/05/2024";"0400";"26,5";"26,5";"26,3";"91,0";"93,0";"91,0";"24,9";"25,1";"24,9";"1008,2";"1008,8";"1008,2";"";"67,0";"";"";"0,0"
"01/05/2024";"0500";"25,7";"26,5";"25,7";"94,0";"94,0";"91,0";"24,7";"24,9";"24,6";"1007,4";"1008,2";"1007,4";"";"187,0";"";"";"0,0"
"01/05/2024";"0600";"25,8";"25,8";"25,6";"96,0";"96,0";"94,0";"25,1";"25,1";"24,7";"1007,1";"1007,4";"1007,1";"";"208,0";"";"";"0,0"
"01/05/2024";"0700";"25,8";"25,9";"25,8";"96,0";"96,0";"96,0";"25,0";"25,2";"25,0";"1007,2";"1007,3";"1007,0";"";"167,0";"";"";"0,0"
"01/05/2024";"0800";"25,1";"25,8";"25,1";"97,0";"97,0";"95,0";"24,5";"25,0";"24,5";"1007,4";"1007,4";"1007,1";"";"212,0";"";"";"1,4"
"01/05/2024";"0900";"24,8";"25,1";"24,8";"97,0";"97,0";"97,0";"24,2";"24,5";"24,2";"1007,9";"1007,9";"1007,4";"";"192,0";"";"";"0,0"
"01/05/2024";"1000";"24,7";"24,8";"24,7";"97,0";"97,0";"97,0";"24,2";"24,3";"24,2";"1008,5";"1008,5";"1007,9";"";"178,0";"";"2,30";"0,4"
"01/05/2024";"1100";"25,3";"25,4";"24,7";"97,0";"97,0";"97,0";"24,8";"24,8";"24,2";"1009,1";"1009,1";"1008,5";"";"168,0";"";"134,40";"0,0"
"01/05/2024";"1200";"27,9";"28,2";"25,3";"89,0";"97,0";"87,0";"25,8";"26,4";"24,8";"1009,5";"1009,5";"1009,1";"";"136,0";"";"1032,80";"0,0"
"01/05/2024";"1300";"30,5";"30,5";"27,9";"72,0";"89,0";"71,0";"24,8";"26,4";"24,7";"1009,8";"1009,9";"1009,5";"";"101,0";"";"1814,60";"0,0"
"01/05/2024";"1400";"31,6";"31,7";"30,0";"67,0";"72,0";"64,0";"24,6";"24,9";"23,7";"1009,3";"1009,8";"1009,3";"";"76,0";"";"2721,10";"0,0"
"01/05/2024";"1500";"30,8";"32,0";"29,9";"69,0";"75,0";"64,0";"24,4";"25,1";"23,8";"1008,6";"1009,3";"1008,5";"";"148,0";"";"1705,20";"0,0"
"01/05/2024";"1600";"30,2";"31,2";"30,0";"71,0";"73,0";"68,0";"24,4";"25,1";"23,7";"1007,7";"1008,6";"1007,7";"";"162,0";"";"1269,80";"0,0"
"01/05/2024";"1700";"31,0";"31,7";"30,2";"65,0";"73,0";"64,0";"23,7";"25,5";"23,5";"1006,8";"1007,7";"1006,8";"";"149,0";"";"1865,80";"0,0"
"01/05/2024";"1800";"31,8";"32,3";"30,9";"65,0";"67,0";"60,0";"24,4";"24,4";"23,2";"1005,8";"1006,8";"1005,8";"";"97,0";"";"2162,90";"0,0"
"01/05/2024";"1900";"32,6";"32,6";"31,5";"63,0";"66,0";"61,0";"24,5";"24,8";"23,5";"1004,4";"1005,8";"1004,4";"";"145,0";"";"2301,90";"0,0"
"01/05/2024";"2000";"32,4";"32,7";"31,7";"60,0";"63,0";"59,0";"23,6";"24,5";"22,9";"1003,4";"1004,4";"1003,4";"";"149,0";"";"1822,00";"0,0"
"01/05/2024";"2100";"31,0";"32,4";"31,0";"66,0";"66,0";"60,0";"23,8";"23,9";"23,4";"1003,2";"1003,4";"1003,2";"";"140,0";"";"776,10";"0,0"
"01/05/2024";"2200";"29,2";"31,0";"29,2";"74,0";"74,0";"66,0";"24,2";"24,3";"23,9";"1003,5";"1003,6";"1003,2";"";"140,0";"";"74,00";"0,0"
"01/05/2024";"2300";"28,5";"29,2";"28,3";"78,0";"79,0";"74,0";"24,3";"24,4";"24,2";"1004,2";"1004,2";"1003,5";"";"87,0";"";"";"0,0"
"02/05/2024";"0000";"27,9";"28,7";"27,9";"81,0";"81,0";"77,0";"24,3";"24,4";"24,2";"1004,8";"1004,8";"1004,2";"";"105,0";"";"";"0,0"
"02/05/2024";"0100";"27,2";"27,9";"27,2";"85,0";"85,0";"81,0";"24,5";"24,6";"24,3";"1005,4";"1005,4";"1004,8";"";"142,0";"";"";"0,0"
"02/05/2024";"0200";"26,9";"27,3";"26,9";"89,0";"89,0";"85,0";"24,9";"25,0";"24,5";"1006,1";"1006,1";"1005,3";"";"158,0";"";"";"0,0"
"02/05/2024";"0300";"26,7";"26,9";"26,5";"92,0";"92,0";"89,0";"25,3";"25,3";"24,9";"1006,1";"1006,3";"1006,1";"";"117,0";"";"";"0,0"
"02/05/2024";"0400";"26,7";"26,8";"26,5";"93,0";"93,0";"92,0";"25,5";"25,6";"25,2";"1005,7";"1006,1";"1005,7";"";"85,0";"";"";"0,0"
"02/05/2024";"0500";"26,6";"27,0";"26,6";"93,0";"94,0";"93,0";"25,4";"25,8";"25,4";"1005,3";"1005,7";"1005,3";"";"102,0";"";"";"0,0"
"02/05/2024";"0600";"26,4";"26,7";"26,3";"95,0";"95,0";"93,0";"25,6";"25,6";"25,4";"1004,8";"1005,3";"1004,8";"";"57,0";"";"";"0,0"
"02/05/2024";"0700";"26,6";"26,7";"26,4";"95,0";"95,0";"95,0";"25,8";"25,8";"25,6";"1004,6";"1004,9";"1004,6";"";"138,0";"";"";"0,0"
"02/05/2024";"0800";"26,4";"26,6";"26,4";"96,0";"96,0";"95,0";"25,6";"25,8";"25,6";"1004,5";"1004,6";"1004,3";"";"151,0";"";"";"0,0"
"02/05/2024";"0900";"26,4";"26,5";"26,3";"95,0";"96,0";"95,0";"25,6";"25,7";"25,6";"1004,9";"1004,9";"1004,5";"";"180,0";"";"";"0,0"
"02/05/2024";"1000";"26,4";"26,4";"26,2";"96,0";"96,0";"95,0";"25,6";"25,6";"25,5";"1005,3";"1005,4";"1004,8";"";"147,0";"";"0,30";"0,2"
"02/05/2024";"1100";"26,2";"26,5";"26,2";"93,0";"96,0";"93,0";"25,0";"25,8";"25,0";"1006,8";"1006,8";"1005,3";"";"74,0";"";"22,90";"0,2"
"02/05/2024";"1200";"25,5";"26,2";"25,3";"96,0";"96,0";"93,0";"24,8";"25,0";"24,4";"1007,5";"1007,6";"1006,8";"";"56,0";"";"63,60";"0,6"
"02/05/2024";"1300";"26,2";"26,2";"25,5";"94,0";"96,0";"94,0";"25,2";"25,3";"24,7";"1008,1";"1008,1";"1007,5";"";"122,0";"";"252,90";"0,4"
"02/05/2024";"1400";"27,7";"27,7";"26,2";"88,0";"94,0";"87,0";"25,6";"25,6";"24,9";"1008,1";"1008,2";"1008,0";"";"219,0";"";"944,10";"0,0"
"02/05/2024";"1500";"30,3";"30,7";"27,5";"73,0";"88,0";"72,0";"24,8";"25,8";"24,5";"1007,5";"1008,1";"1007,5";"";"98,0";"";"2042,40";"0,0"
"02/05/2024";"1600";"30,7";"31,3";"29,6";"71,0";"77,0";"71,0";"24,9";"26,2";"24,4";"1006,6";"1007,5";"1006,6";"";"340,0";"";"2209,80";"0,0"
"02/05/2024";"1700";"31,8";"31,9";"29,7";"65,0";"76,0";"65,0";"24,5";"25,7";"23,7";"1005,1";"1006,6";"1005,1";"";"126,0";"";"1643,40";"0,0"
"02/05/2024";"1800";"31,8";"33,2";"30,5";"62,0";"73,0";"59,0";"23,6";"25,7";"23,3";"1003,3";"1005,1";"1003,3";"";"147,0";"";"2263,60";"0,0"
"02/05/2024";"1900";"32,6";"33,4";"31,8";"60,0";"64,0";"57,0";"23,8";"24,5";"23,4";"1002,1";"1003,3";"1002,1";"";"135,0";"";"1880,30";"0,0"
"02/05/2024";"2000";"31,5";"32,5";"31,0";"62,0";"68,0";"60,0";"23,4";"24,5";"23,4";"1001,9";"1002,1";"1001,9";"";"121,0";"";"673,60";"0,0"
"02/05/2024";"2100";"31,5";"32,2";"31,4";"65,0";"66,0";"62,0";"24,1";"24,5";"23,5";"1001,7";"1001,9";"1001,7";"";"64,0";"";"630,40";"0,0"
"02/05/2024";"2200";"29,4";"31,5";"29,4";"74,0";"74,0";"65,0";"24,3";"24,5";"24,0";"1002,4";"1002,4";"1001,7";"";"146,0";"";"133,60";"0,0"
"02/05/2024";"2300";"28,4";"29,5";"28,4";"79,0";"80,0";"74,0";"24,4";"24,7";"24,2";"1003,3";"1003,3";"1002,4";"";"147,0";"";"";"0,0"
"03/05/2024";"0000";"27,2";"28,4";"27,2";"80,0";"81,0";"77,0";"23,5";"24,4";"23,5";"1004,1";"1004,1";"1003,3";"";"105,0";"";"";"0,0"
"03/05/2024";"0100";"26,9";"27,3";"26,6";"84,0";"85,0";"80,0";"23,9";"24,0";"23,5";"1004,9";"1005,0";"1004,1";"";"89,0";"";"";"0,0"
"03/05/2024";"0200";"26,5";"27,0";"26,4";"88,0";"88,0";"83,0";"24,3";"24,3";"23,9";"1005,4";"1005,4";"1004,9";"";"164,0";"";"";"0,0"
"03/05/2024";"0300";"25,8";"26,5";"25,8";"92,0";"92,0";"88,0";"24,4";"24,6";"24,3";"1005,8";"1005,8";"1005,4";"";"180,0";"";"";"0,0"
"03/05/2024";"0400";"25,8";"26,1";"25,7";"93,0";"93,0";"92,0";"24,7";"24,9";"24,3";"1005,4";"1005,8";"1005,4";"";"109,0";"";"";"0,0"
"03/05/2024";"0500";"25,8";"26,0";"25,8";"95,0";"95,0";"93,0";"24,9";"24,9";"24,7";"1004,7";"1005,4";"1004,6";"";"163,0";"";"";"0,0"
"03/05/2024";"0600";"24,1";"26,1";"24,1";"94,0";"96,0";"91,0";"23,0";"25,4";"23,0";"1005,5";"1005,5";"1004,7";"";"126,0";"";"0,20";"3,2"
"03/05/2024";"0700";"23,8";"24,1";"23,7";"96,0";"96,0";"94,0";"23,1";"23,1";"22,8";"1004,7";"1005,5";"1004,7";"";"220,0";"";"";"1,4"
"03/05/2024";"0800";"24,0";"24,0";"23,7";"97,0";"97,0";"96,0";"23,5";"23,5";"23,0";"1004,5";"1004,8";"1004,4";"";"285,0";"";"";"1,2"
"03/05/2024";"0900";"24,3";"24,3";"24,0";"97,0";"97,0";"97,0";"23,8";"23,8";"23,5";"1004,7";"1004,7";"1004,4";"";"47,0";"";"";"0,6"
"03/05/2024";"1000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"03/05/2024";"1100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"03/05/2024";"1200";"28,8";"29,1";"26,3";"84,0";"96,0";"84,0";"25,9";"26,6";"25,3";"1007,6";"1007,6";"1006,9";"";"1,0";"";"749,50";"0,0"
"03/05/2024";"1300";"31,3";"31,3";"28,5";"71,0";"86,0";"70,0";"25,5";"26,1";"24,5";"1007,9";"1008,0";"1007,6";"";"85,0";"";"1949,80";"0,0"
"03/05/2024";"1400";"30,1";"31,7";"29,9";"76,0";"76,0";"68,0";"25,4";"25,9";"24,6";"1007,9";"1008,0";"1007,9";"";"28,0";"";"2252,10";"0,0"
"03/05/2024";"1500";"31,6";"31,8";"30,1";"69,0";"76,0";"68,0";"25,3";"26,1";"24,8";"1007,4";"1007,9";"1007,4";"";"30,0";"";"1987,90";"0,0"
"03/05/2024";"1600";"33,0";"33,3";"31,4";"61,0";"70,0";"60,0";"24,4";"25,7";"24,0";"1006,3";"1007,4";"1006,3";"";"108,0";"";"2696,00";"0,0"
"03/05/2024";"1700";"33,0";"33,7";"31,7";"58,0";"68,0";"58,0";"23,7";"25,3";"23,5";"1004,8";"1006,3";"1004,8";"";"80,0";"";"1691,40";"0,0"
"03/05/2024";"1800";"33,0";"33,6";"32,3";"58,0";"63,0";"55,0";"23,7";"24,9";"23,1";"1003,0";"1004,8";"1003,0";"";"108,0";"";"1505,50";"0,0"
"03/05/2024";"1900";"33,2";"33,9";"33,0";"60,0";"60,0";"54,0";"24,3";"24,6";"23,1";"1002,1";"1003,0";"1002,1";"";"7,0";"";"1732,00";"0,0"
"03/05/2024";"2000";"31,8";"33,3";"31,7";"64,0";"65,0";"58,0";"24,1";"24,5";"23,7";"1002,5";"1002,5";"1002,0";"";"43,0";"";"824,70";"0,0"
"03/05/2024";"2100";"31,4";"32,0";"31,4";"66,0";"66,0";"63,0";"24,1";"24,6";"24,0";"1003,0";"1003,0";"1002,5";"";"55,0";"";"596,10";"0,0"
"03/05/2024";"2200";"28,5";"31,4";"28,5";"74,0";"74,0";"65,0";"23,4";"24,6";"23,4";"1003,6";"1003,8";"1002,9";"";"88,0";"";"104,60";"0,0"
"03/05/2024";"2300";"27,9";"28,5";"27,8";"75,0";"77,0";"74,0";"23,1";"23,7";"23,1";"1004,4";"1004,4";"1003,5";"";"69,0";"";"";"0,0"
"04/05/2024";"0000";"27,4";"27,9";"27,3";"80,0";"80,0";"75,0";"23,6";"23,6";"23,0";"1005,7";"1005,7";"1004,4";"";"114,0";"";"";"0,0"
"04/05/2024";"0100";"26,3";"27,6";"26,3";"86,0";"86,0";"77,0";"23,9";"23,9";"23,3";"1006,1";"1006,1";"1005,7";"";"123,0";"";"";"0,0"
"04/05/2024";"0200";"26,4";"26,5";"26,2";"90,0";"90,0";"86,0";"24,7";"24,7";"23,9";"1006,2";"1006,3";"1006,1";"";"87,0";"";"";"0,0"
"04/05/2024";"0300";"26,3";"26,5";"26,2";"93,0";"93,0";"90,0";"25,1";"25,1";"24,7";"1006,3";"1006,4";"1006,2";"";"88,0";"";"";"0,0"
"04/05/2024";"0400";"26,0";"26,4";"25,9";"95,0";"95,0";"93,0";"25,2";"25,3";"25,1";"1006,2";"1006,4";"1006,2";"";"177,0";"";"";"0,0"
"04/05/2024";"0500";"26,0";"26,1";"25,9";"96,0";"96,0";"95,0";"25,4";"25,5";"25,1";"1006,3";"1006,4";"1006,1";"";"137,0";"";"";"0,0"
"04/05/2024";"0600";"25,9";"26,1";"25,9";"96,0";"97,0";"96,0";"25,3";"25,5";"25,3";"1006,1";"1006,3";"1006,1";"";"183,0";"";"";"0,0"
"04/05/2024";"0700";"26,0";"26,0";"25,9";"96,0";"96,0";"96,0";"25,4";"25,4";"25,3";"1005,5";"1006,1";"1005,5";"";"157,0";"";"";"0,0"
"04/05/2024";"0800";"26,0";"26,1";"26,0";"96,0";"96,0";"96,0";"25,3";"25,4";"25,3";"1005,4";"1005,5";"1005,3";"";"129,0";"";"";"0,0"
"04/05/2024";"0900";"25,9";"26,0";"25,8";"96,0";"96,0";"96,0";"25,2";"25,3";"25,1";"1005,7";"1005,7";"1005,4";"";"143,0";"";"";"0,0"
"04/05/2024";"1000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"04/05/2024";"1100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"04/05/2024";"1200";"27,7";"27,7";"26,5";"92,0";"96,0";"92,0";"26,3";"26,4";"25,7";"1008,6";"1008,6";"1008,1";"";"182,0";"";"482,00";"0,0"
"04/05/2024";"1300";"30,4";"30,7";"27,7";"77,0";"92,0";"76,0";"25,9";"27,1";"25,2";"1009,1";"1009,1";"1008,6";"";"100,0";"";"1549,60";"0,0"
"04/05/2024";"1400";"29,8";"31,5";"29,7";"77,0";"77,0";"70,0";"25,4";"25,7";"24,5";"1009,0";"1009,3";"1008,9";"";"39,0";"";"1369,90";"0,0"
"04/05/2024";"1500";"32,1";"32,6";"29,5";"68,0";"79,0";"68,0";"25,5";"26,8";"25,0";"1008,2";"1009,0";"1008,2";"";"359,0";"";"1547,10";"0,0"
"04/05/2024";"1600";"32,2";"32,4";"31,3";"68,0";"73,0";"67,0";"25,6";"26,4";"24,8";"1007,2";"1008,2";"1007,2";"";"14,0";"";"1679,40";"0,0"
"04/05/2024";"1700";"31,5";"33,1";"31,3";"68,0";"72,0";"66,0";"24,9";"26,6";"24,9";"1005,8";"1007,2";"1005,8";"";"9,0";"";"1868,00";"0,0"
"04/05/2024";"1800";"31,2";"32,1";"29,5";"75,0";"80,0";"67,0";"26,1";"26,8";"24,1";"1004,8";"1005,8";"1004,8";"";"128,0";"";"1437,20";"0,0"
"04/05/2024";"1900";"28,5";"31,1";"28,5";"82,0";"82,0";"74,0";"25,2";"26,1";"25,1";"1003,8";"1005,0";"1003,8";"";"191,0";"";"842,40";"0,0"
"04/05/2024";"2000";"28,4";"28,8";"28,4";"78,0";"83,0";"77,0";"24,3";"25,4";"24,1";"1004,7";"1004,7";"1003,8";"";"185,0";"";"440,50";"0,0"
"04/05/2024";"2100";"28,3";"28,6";"28,3";"81,0";"81,0";"77,0";"24,7";"24,7";"24,3";"1004,7";"1004,8";"1004,5";"";"182,0";"";"329,40";"0,0"
"04/05/2024";"2200";"27,6";"28,4";"27,6";"90,0";"90,0";"80,0";"25,8";"25,8";"24,7";"1005,5";"1005,8";"1004,6";"";"188,0";"";"78,80";"0,0"
"04/05/2024";"2300";"27,0";"27,6";"27,0";"89,0";"91,0";"89,0";"25,0";"26,0";"25,0";"1005,2";"1005,5";"1005,1";"";"192,0";"";"";"0,0"
"05/05/2024";"0000";"26,5";"27,0";"26,5";"92,0";"92,0";"89,0";"25,2";"25,2";"24,9";"1006,0";"1006,0";"1005,2";"";"143,0";"";"";"0,0"
"05/05/2024";"0100";"26,6";"26,7";"26,5";"92,0";"92,0";"92,0";"25,3";"25,3";"25,1";"1006,7";"1006,8";"1006,0";"";"83,0";"";"";"0,0"
"05/05/2024";"0200";"26,4";"26,7";"26,4";"94,0";"94,0";"92,0";"25,4";"25,4";"25,2";"1007,3";"1007,3";"1006,7";"";"125,0";"";"";"0,0"
"05/05/2024";"0300";"26,1";"26,4";"26,1";"96,0";"96,0";"94,0";"25,4";"25,5";"25,3";"1007,2";"1007,3";"1007,1";"";"186,0";"";"";"0,0"
"05/05/2024";"0400";"25,8";"26,1";"25,8";"96,0";"96,0";"96,0";"25,2";"25,4";"25,2";"1007,1";"1007,2";"1007,0";"";"187,0";"";"";"0,0"
"05/05/2024";"0500";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"05/05/2024";"0600";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"05/05/2024";"0700";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"05/05/2024";"0800";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"05/05/2024";"0900";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"05/05/2024";"1000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"05/05/2024";"1100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"05/05/2024";"1200";"27,1";"";"";"97,0";"";"";"26,5";"";"";"1008,7";"";"";"";"163,0";"";"158,00";"0,0"
"05/05/2024";"1300";"29,8";"29,8";"27,1";"88,0";"97,0";"87,0";"27,6";"27,8";"26,4";"1009,3";"1009,5";"1008,7";"";"137,0";"";"1217,80";"0,0"
"05/05/2024";"1400";"30,6";"31,1";"29,3";"75,0";"89,0";"73,0";"25,6";"27,6";"24,9";"1009,1";"1009,3";"1009,0";"";"38,0";"";"1951,90";"0,0"
"05/05/2024";"1500";"30,3";"30,9";"28,8";"75,0";"82,0";"74,0";"25,4";"26,4";"25,2";"1008,7";"1009,2";"1008,7";"";"13,0";"";"1492,10";"0,0"
"05/05/2024";"1600";"31,7";"32,1";"30,3";"72,0";"77,0";"69,0";"26,0";"26,4";"24,7";"1007,4";"1008,7";"1007,4";"";"359,0";"";"3395,00";"0,0"
"05/05/2024";"1700";"31,4";"32,3";"31,4";"68,0";"72,0";"66,0";"24,7";"26,2";"24,7";"1006,0";"1007,4";"1006,0";"";"23,0";"";"2609,20";"0,0"
"05/05/2024";"1800";"28,0";"32,3";"28,0";"86,0";"86,0";"66,0";"25,5";"26,4";"24,6";"1005,2";"1006,0";"1005,2";"";"256,0";"";"746,50";"4,0"
"05/05/2024";"1900";"26,4";"28,0";"25,4";"97,0";"97,0";"86,0";"25,9";"25,9";"24,5";"1004,8";"1005,7";"1004,8";"";"280,0";"";"292,70";"17,6"
"05/05/2024";"2000";"27,8";"27,8";"26,4";"92,0";"97,0";"92,0";"26,4";"26,4";"25,8";"1004,0";"1004,9";"1003,7";"";"156,0";"";"561,30";"0,0"
"05/05/2024";"2100";"27,6";"27,9";"27,6";"93,0";"94,0";"92,0";"26,4";"26,6";"26,3";"1004,2";"1004,2";"1003,8";"";"186,0";"";"186,30";"0,0"
"05/05/2024";"2200";"27,2";"27,6";"27,1";"96,0";"96,0";"93,0";"26,5";"26,5";"26,3";"1004,8";"1004,8";"1004,2";"";"195,0";"";"50,10";"0,0"
"05/05/2024";"2300";"27,0";"27,2";"27,0";"97,0";"97,0";"96,0";"26,5";"26,7";"26,4";"1005,2";"1005,5";"1004,8";"";"168,0";"";"";"0,0"
"06/05/2024";"0000";"27,1";"27,2";"27,0";"97,0";"98,0";"97,0";"26,6";"26,7";"26,5";"1006,6";"1006,6";"1005,2";"";"102,0";"";"";"0,0"
"06/05/2024";"0100";"27,1";"27,2";"27,0";"97,0";"97,0";"97,0";"26,5";"26,6";"26,5";"1006,7";"1006,8";"1006,5";"";"183,0";"";"";"0,0"
"06/05/2024";"0200";"26,9";"27,1";"26,8";"97,0";"97,0";"97,0";"26,4";"26,5";"26,3";"1007,3";"1007,3";"1006,7";"";"128,0";"";"";"0,0"
"06/05/2024";"0300";"26,9";"27,0";"26,9";"97,0";"97,0";"97,0";"26,4";"26,4";"26,3";"1007,2";"1007,5";"1007,2";"";"289,0";"";"0,10";"0,0"
"06/05/2024";"0400";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"06/05/2024";"0500";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"06/05/2024";"0600";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"06/05/2024";"0700";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"06/05/2024";"0800";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"06/05/2024";"0900";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"06/05/2024";"1000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"06/05/2024";"1100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"06/05/2024";"1200";"28,0";"28,1";"27,4";"94,0";"";"94,0";"26,9";"27,5";"26,6";"1008,9";"1008,9";"1008,1";"";"325,0";"";"429,10";"0,0"
"06/05/2024";"1300";"29,6";"29,7";"27,9";"89,0";"94,0";"88,0";"27,5";"27,8";"26,7";"1009,0";"1009,1";"1008,9";"";"33,0";"";"1102,00";"0,0"
"06/05/2024";"1400";"29,8";"30,3";"29,2";"83,0";"89,0";"79,0";"26,6";"27,8";"25,6";"1008,9";"1009,0";"1008,9";"";"301,0";"";"1321,80";"0,8"
"06/05/2024";"1500";"30,4";"30,4";"29,1";"78,0";"86,0";"78,0";"26,1";"26,8";"25,6";"1008,4";"1008,9";"1008,4";"";"31,0";"";"800,60";"0,4"
"06/05/2024";"1600";"30,6";"32,4";"30,3";"73,0";"78,0";"68,0";"25,2";"26,9";"24,8";"1007,4";"1008,4";"1007,4";"";"53,0";"";"2009,60";"0,0"
"06/05/2024";"1700";"26,7";"32,0";"26,7";"87,0";"88,0";"63,0";"24,3";"25,7";"23,8";"1006,6";"1007,4";"1006,6";"";"87,0";"";"2307,00";"2,6"
"06/05/2024";"1800";"30,1";"30,2";"26,7";"72,0";"90,0";"71,0";"24,4";"26,1";"24,2";"1005,2";"1006,6";"1005,2";"";"69,0";"";"2111,40";"0,0"
"06/05/2024";"1900";"31,6";"31,6";"29,9";"66,0";"73,0";"65,0";"24,6";"25,0";"23,8";"1004,5";"1005,3";"1004,4";"";"88,0";"";"2615,80";"0,2"
"06/05/2024";"2000";"30,0";"31,7";"29,9";"72,0";"73,0";"65,0";"24,4";"24,6";"23,6";"1004,0";"1004,6";"1003,9";"";"47,0";"";"1013,70";"0,0"
"06/05/2024";"2100";"29,3";"30,1";"29,3";"75,0";"75,0";"71,0";"24,4";"24,5";"24,2";"1004,2";"1004,3";"1004,0";"";"47,0";"";"574,10";"0,0"
"06/05/2024";"2200";"28,2";"29,4";"28,2";"80,0";"80,0";"75,0";"24,5";"24,7";"24,4";"1004,8";"1004,8";"1004,0";"";"44,0";"";"97,00";"0,0"
"06/05/2024";"2300";"27,8";"28,2";"27,7";"84,0";"84,0";"80,0";"24,7";"24,7";"24,4";"1005,2";"1005,2";"1004,8";"";"354,0";"";"";"0,0"
"07/05/2024";"0000";"27,1";"27,8";"27,1";"87,0";"87,0";"84,0";"24,8";"25,1";"24,7";"1006,4";"1006,4";"1005,2";"";"10,0";"";"";"0,0"
"07/05/2024";"0100";"27,1";"27,4";"27,1";"89,0";"89,0";"87,0";"25,1";"25,2";"24,9";"1007,3";"1007,3";"1006,4";"";"4,0";"";"";"0,0"
"07/05/2024";"0200";"27,0";"27,4";"27,0";"91,0";"91,0";"89,0";"25,5";"25,6";"25,0";"1007,4";"1007,4";"1007,3";"";"324,0";"";"";"0,0"
"07/05/2024";"0300";"26,9";"27,0";"26,6";"93,0";"94,0";"91,0";"25,8";"25,9";"25,4";"1006,9";"1007,4";"1006,9";"";"337,0";"";"";"0,0"
"07/05/2024";"0400";"26,9";"26,9";"26,5";"93,0";"94,0";"93,0";"25,7";"25,7";"25,4";"1006,8";"1007,0";"1006,8";"";"317,0";"";"";"0,0"
"07/05/2024";"0500";"26,7";"26,9";"26,6";"95,0";"95,0";"93,0";"25,8";"25,8";"25,6";"1006,3";"1006,8";"1006,3";"";"324,0";"";"";"0,0"
"07/05/2024";"0600";"26,7";"26,8";"26,6";"94,0";"95,0";"94,0";"25,6";"25,8";"25,6";"1005,6";"1006,2";"1005,6";"";"328,0";"";"";"0,0"
"07/05/2024";"0700";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"07/05/2024";"0800";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"07/05/2024";"0900";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"07/05/2024";"1000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"07/05/2024";"1100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"07/05/2024";"1200";"27,3";"27,3";"26,6";"94,0";"96,0";"93,0";"26,2";"26,2";"25,9";"1008,0";"1008,0";"1007,2";"";"303,0";"";"406,80";"1,2"
"07/05/2024";"1300";"27,8";"28,1";"27,2";"87,0";"94,0";"87,0";"25,5";"26,4";"25,5";"1009,0";"1009,0";"1008,0";"";"291,0";"";"746,40";"0,0"
