Nome da Embarcacao;Numero de Inscricao no RGP;Numero de Inscricao na Marinha do Brasil;AB;Comprimento;Propulsao;HP;Capacidade do Porao;Volume do Tanque;Tripulacao;Numero de Covos;Status;UF;Numero da Frota;Codigo IN;Petrecho;indice
MARAMARU;AL00221910;2010075145;5;9,15;Motor;45;;;3;;Deferida;AL;3.02.005;3.5;3. Rede de Arrasto;14428
MARAMBAIA II;SC00176600;4420137231;0,6;6;Motor;;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;14429
MARAMORES;RJ00141277;3877041493;9,2;11,3;Motor;120;;2000;3;;Deferida;RJ;1.02.001;1.3;1. Linha;14430
MARAMORES;RJ00143247;3825418391;2;7,56;Motor;18;;;2;;Deferida;RJ;6.03.001;6.6;6. Diversificada;14431
MARAMORES III;RJ00085614;3877043127;;11,5;Motor;;;;3;;Deferida;RJ;3.02.002;3.9;3. Rede de Arrasto;14432
MARANATA;ES00098075;3420049676;0,2;4,12;Remo;;;;2;;Deferida;ES;6.03.001;6.6;6. Diversificada;14433
MARANATA;SC00158720;4418892168;2;8,48;Motor;18;;;4;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;14434
MARANATA;PR00285528;421M2008008806;;6,9;Remo;;;;2;;Deferida;PR;6.04.001;null;6. Diversificada;14435
MARANATA;SC00340379;445M2021002433;;4,35;Motor;25;;;1;;Deferida;SC;4.01.002;4.4;4. Rede de Cerco;14436
MARANATA;PR00080008;4210260525;5,3;10;Motor;18;;;5;;Deferida;PR;3.02.002;3.9;3. Rede de Arrasto;14437
MARANATA-A;SC00052131;4410447467;13;12,2;Motor;90;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;14438
MARANATA AI;SC00235071;441M2014002994;;4,9;Remo;;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;14439
MARANATA I;SC00227688;4420148152;1;7,2;Motor;;;;4;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;14440
MARANATA I;SC00297577;4430490171;1;7,8;Motor;18;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;14441
MARANATA II;SC00229318;441M2014002455;1;6,57;Motor;11;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;14442
MARANATA II;SC00085706;4420113740;1,6;8,85;Remo;;;;6;;Deferida;SC;6.08.002;6.9;6. Diversificada;14443
MARANATA L;SC00057619;4410457501;13;11,6;Motor;90;2,9;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;14444
MARANATHA;SC00306445;4420233273;1,9;9,5;Motor;22;;400;1;;Deferida;SC;4.01.002;4.4;4. Rede de Cerco;14445
MARANIL;PA00001200;4030059741;92;19,83;Motor;375;;51632;6;;Deferida;PA;3.02.003;3.3;3. Rede de Arrasto;14446
MARANNATA;SC00090475;4430109044;9,1;12,6;Motor;60;;;4;;Deferida;SC;3.02.002;3.9;3. Rede de Arrasto;14447
MAR ASTRAL;SC00075967;4430089345;4,5;9,25;Motor;90;;;2;;Deferida;SC;3.02.002;3.9;3. Rede de Arrasto;14448
MARASTRAL I;SC00010229;4430067341;68;22,25;Motor;300;;25000;6;;Deferida;SC;3.03.001;3.6;3. Rede de Arrasto;14449
MARATAIZES;ES00008044;3420042876;9;9,48;Motor;33;1,5;150;5;600;Deferida;ES;5.01.001;5.1;5. Armadilha;14450
MARATAIZES II;ES00008058;3410231871;9,6;9,65;Motor;120;1,2;200;5;220;Deferida;ES;5.01.001;5.1;5. Armadilha;14451
MARATANÃ VII;RS00220828;461M2013000792;;5,62;Motor;;;;2;;Deferida;RS;2.04.001;2.4;2. Rede de Emalhe;14452
MARATIMBA I;ES00219967;3410384448;10,2;10;Motor;90;;;2;;Deferida;ES;1.06.001;1.14;1. Linha;14453
MARATONA I;RJ00164111;4430061807;5,5;10,3;Motor;60;;;2;;Deferida;RJ;3.02.002;3.9;3. Rede de Arrasto;14454
MARATONA III;SP00043274;4410160885;8;11,8;Motor;170;;;4;;Deferida;SP;2.04.001;2.4;2. Rede de Emalhe;14455
MARAUJO;CE00242658;1630045705;32,3;14,31;Motor;108;;6000;6;;Deferida;CE;2.02.002;2.5;2. Rede de Emalhe;14456
MAR AUSTRAL;SC00213457;4418894845;1;8,05;Motor;18;0,54;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;14457
MARA V;PR00085628;4211461508;4,3;7,4;Motor;75;;;3;;Deferida;PR;3.02.002;3.9;3. Rede de Arrasto;14458
MARA VI;SC00312946;441M2018000673;1;4,99;Motor;15;;;;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;14459
MARAVILHA;RJ00221804;3860009516;3;8,5;Motor;33;;;1;;Deferida;RJ;4.01.002;4.4;4. Rede de Cerco;14460
MARAVILHA;SC00323377;4410446037;1;7,88;Motor;18;;;;;Deferida;SC;2.02.001;2.2;2. Rede de Emalhe;14461
MARAVILHA II;SC00147357;4410165071;2;8;Motor;18;2;;2;;Deferida;SC;3.02.002;3.9;3. Rede de Arrasto;14462
MARAVILHA II;RJ00330136;384M2007000436;;6,6;Motor;15;;;5;;Deferida;RJ;6.03.001;6.6;6. Diversificada;14463
MARAVILHOSO;RJ00111894;3877047149;12;13,1;Motor;140;;;3;;Deferida;RJ;1.02.002;1.7;1. Linha;14464
MARAVILHOSO;PB00205704;2010076788;2,5;8;Motor;60;;250;3;;Deferida;PB;6.03.003;6.5;6. Diversificada;14465
Mar Azul;CE00124287;1630037940;7,7;10,27;Motor;72;;;;;Deferida;CE;5.00.000;null;5. Armadilha;14466
MARAZUL;SC00168031;442M2010003111;;5;Motor;15;;;3;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;14467
MARAZUL;SC00176128;4420223618;2,1;8,55;Motor;15;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;14468
MARAZUL;BA00265128;2930014423;;8,5;Motor;;;;4;;Deferida;BA;3.02.005;3.5;3. Rede de Arrasto;14469
MARAZUL;SC00254337;4420230100;1,4;6;Motor;15;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;14470
MARAZUL;RN00029940;181M2008000415;0,5;4,4;Vela;;;;3;30;Deferida;RN;5.01.004;5.3;5. Armadilha;14471
MARAZUL;SC00199460;442M2002002785;2;5,4;Motor;15;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;14472
MAR AZUL;SC00174214;443M2008001791;;3,8;Remo;;;;2;;Deferida;SC;2.02.001;2.2;2. Rede de Emalhe;14473
MAR AZUL;SC00186189;442M2013000308;;6,5;Remo;;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;14474
MAR AZUL;RJ00133250;3877047611;4;10;Motor;56;0,6;;4;;Deferida;RJ;1.02.002;1.7;1. Linha;14475
MAR AZUL;BA00248316;2818904528;1;9,6;Motor;;;;1;;Deferida;BA;1.06.003;1.12;1. Linha;14476
MAR AZUL;SC00252549;442M2014004192;;4,8;Motor;8;;;3;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;14477
MAR AZUL;BA00255377;2930056321;7;8,3;Motor;;;;4;;Deferida;BA;3.02.005;3.5;3. Rede de Arrasto;14478
MAR AZUL;BA00020830;2810245967;2,69;7,3;Motor;18;;;4;160;Deferida;BA;5.01.001;5.1;5. Armadilha;14479
MAR AZUL;SC00208628;441M2008002692;;5;Remo;;;;3;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;14480
MAR AZUL;BA00238159;2818891230;2;7,55;Motor;;;;1;;Deferida;BA;3.02.005;3.5;3. Rede de Arrasto;14481
MAR AZUL;PR00085636;4211507877;1,2;8,5;Motor;11;;;2;;Deferida;PR;3.02.002;3.9;3. Rede de Arrasto;14482
MAR AZUL;SC00216727;442M2010000901;2;5;Remo;;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;14483
MAR AZUL;SP00081688;4010299665;4,6;8;Motor;60;;;1;;Deferida;SP;3.02.002;3.9;3. Rede de Arrasto;14484
MAR AZUL;CE00029954;161M2007002951;;4,69;Vela;;;;4;30;Deferida;CE;5.01.004;5.3;5. Armadilha;14485
MAR AZUL D;SC00184631;443M2009001219;;4,5;Remo;;;;;;Deferida;SC;2.02.001;2.2;2. Rede de Emalhe;14486
MAR AZUL I;SC00156490;4410444000;2;7,6;Motor;27;;;2;;Deferida;SC;2.02.001;2.2;2. Rede de Emalhe;14487
MAR AZUL I;SC00342825;4430504547;3,24;7,52;Motor;18;;;2;;Deferida;SC;4.01.002;4.4;4. Rede de Cerco;14488
MARAZUL I;RN00274919;1818893592;7;9,59;Motor;90;;;3;;Deferida;RN;2.02.002;2.5;2. Rede de Emalhe;14489
MAR AZUL II;SC00085650;4430118311;2,9;8,8;Motor;18;;;2;;Deferida;SC;3.02.002;3.9;3. Rede de Arrasto;14490
MAR AZUL III;ES00098145;3420044135;6,3;9;Motor;;;;6;;Deferida;ES;1.00.000;null;1. Linha;14491
MAR AZUL III;SP00085664;4430086982;3;9,5;Motor;18;;100;2;;Deferida;SP;3.02.002;3.9;3. Rede de Arrasto;14492
MAR AZUL IV;SP00131646;4430086842;2,9;9,1;Motor;18;;100;1;;Deferida;SP;2.02.001;2.2;2. Rede de Emalhe;14493
MAR AZUL IV;RJ00119428;3877046070;7;11,85;Motor;90;;1500;3;;Deferida;RJ;3.02.002;3.9;3. Rede de Arrasto;14494
MAR AZUL IV;SC00183741;4420220546;2,7;7,5;Motor;18;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;14495
MAR AZUL JC;CE00262388;1630046086;10;10,98;Motor;72;;;5;;Deferida;CE;1.07.001;1.15;1. Linha;14496
MAR AZUL REI;SC00200810;442M2010005881;;5;Motor;8;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;14497
MAR AZUL REI I;SC00200838;442M2010005873;;4,3;Motor;8;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;14498
MAR AZUL V;SC00324647;4451118026;2;7;Motor;18;;;;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;14499
MAR AZUL VI;SC00321249;4418924264;2;7,62;Motor;22;;;;;Deferida;SC;4.01.002;4.4;4. Rede de Cerco;14500
MAR AZUL VI;PE00280988;2210163544;3,3;9,6;Motor;3;;;4;;Deferida;PE;3.02.005;3.5;3. Rede de Arrasto;14501
MARBEIRA;SC00265108;4450086350;0,8;5,7;Motor;;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;14502
MARBELLA;RN00020844;2010073207;2,7;7,3;Motor;19;;;3;160;Deferida;RN;5.01.004;5.3;5. Armadilha;14503
MARBELLA I;SC00008818;4430082936;114;25,3;Motor;375;;28000;4;;Deferida;SC;1.01.002;1.1;1. Linha;14504
MARBELO;PE00240040;2210151309;;12,5;Motor;40;;;3;;Deferida;PE;1.01.001;1.2;1. Linha;14505
MAR BELO;SC00198880;4450043618;1,3;7,3;Motor;8;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;14506
MAR BELO C;SC00220018;4030213146;19,9;17,3;Motor;250;;15000;4;;Deferida;SC;3.09.001;3.10;3. Rede de Arrasto;14507
MAR BRANDO;BA00240538;2930018763;0,9;5,5;Motor;;;;3;;Deferida;BA;3.02.005;3.5;3. Rede de Arrasto;14508
MAR BRILHANTE I;ES00150346;3420040130;1,1;5,4;Motor;22;;;2;;Deferida;ES;2.04.001;2.4;2. Rede de Emalhe;14509
MARCA DA PROMESSA;RJ00129741;3877048463;19;13,6;Motor;120;;;3;;Deferida;RJ;1.02.001;1.3;1. Linha;14510
MARCA DA PROMESSA;PA00135890;210317825;12,7;11,6;Motor;49;;;;;Deferida;PA;1.03.004;1.5;1. Linha;14511
MAR CASPIO;PA00093979;210302089;3,7;8,8;Motor;18;;;;;Deferida;PA;2.04.003;2.11;2. Rede de Emalhe;14512
MAR CASPIO A;PA00286146;211018031;9;12,3;Motor;114;;;2;;Deferida;PA;2.04.003;2.11;2. Rede de Emalhe;14513
MAR CASPIO B;PA00137928;210992182;8;10,85;Motor;69;;;2;;Deferida;PA;1.03.004;1.5;1. Linha;14514
MARCELA;ES00200148;341M2013003646;;6,07;Motor;15;;;3;;Deferida;ES;6.03.001;6.6;6. Diversificada;14515
MARCELA;PA00106931;210987243;3;8;Motor;18;;;;;Deferida;PA;2.04.003;2.11;2. Rede de Emalhe;14516
MARCELA;CE00241944;1630041475;1;6,15;Vela;;;;5;;Deferida;CE;1.03.005;1.6;1. Linha;14517
MARCELA;SP00171508;4030220151;1,5;9;Motor;7,5;;;;;Deferida;SP;2.04.001;2.4;2. Rede de Emalhe;14518
MARCELA;SP00049368;401M2001288412;;5;Motor;15;;;;;Deferida;SP;6.03.001;6.6;6. Diversificada;14519
MARCELAMAR;ES00137428;3420046243;3,8;8,5;Motor;;;;4;;Deferida;ES;2.02.001;2.2;2. Rede de Emalhe;14520
MARCELAO;SC00252247;4418910794;1;6,53;Motor;11;;;2;;Deferida;SC;2.02.001;2.2;2. Rede de Emalhe;14521
MAR CELESTE;RJ00240038;3830038003;3,8;11,3;Motor;95;;;3;;Deferida;RJ;3.03.001;3.6;3. Rede de Arrasto;14522
MAR CELESTE II;RJ00046978;3810141666;4,8;8,6;Motor;50;;;2;;Deferida;RJ;3.03.001;3.6;3. Rede de Arrasto;14523
MARCELINA;PR00008530;4211508326;1;9;Motor;18;;20;2;;Deferida;PR;3.02.002;3.9;3. Rede de Arrasto;14524
MARCELINHO 4;CE00029968;161M2007006540;;5,35;Vela;;;;4;60;Deferida;CE;5.01.004;5.3;5. Armadilha;14525
MARCELINO I;SC00057645;4610094185;16;12,62;Motor;100;;;4;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;14526
MARCELL;ES00064648;3410236678;9;11;Motor;152;;7026;5;;Deferida;ES;2.04.001;2.4;2. Rede de Emalhe;14527
MARCELLA;SP00310574;4039152000;1,1;6,2;Motor;;;;2;;Deferida;SP;6.03.001;6.6;6. Diversificada;14528
MARCELLA HEVILYN;ES00041120;3410148531;14,4;12,26;Motor;360;;7500;6;;Deferida;ES;1.01.001;1.2;1. Linha;14529
MARCELLO BOM JESUS;AL00286244;2412224340;2,5;8,4;Motor;75;;;3;;Deferida;AL;3.02.005;3.5;3. Rede de Arrasto;14530
MARCELLOS MAR;ES00163519;3877047319;4;8,5;Motor;90;;5720;3;;Deferida;ES;3.02.002;3.9;3. Rede de Arrasto;14531
MARCELLY VITÓRIA;AL00332776;1810042321;7;10,2;Motor;60;;;3;;Deferida;AL;3.02.005;3.5;3. Rede de Arrasto;14532
MARCELO;SC00177660;441M2009037267;;4,5;Remo;;;;4;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;14533
MARCELO;RN00029976;181B2007000211;0,4;4,5;Vela;;;;3;30;Deferida;RN;5.01.004;5.3;5. Armadilha;14534
MARCELO;SC00176304;4440038107;2,5;8;Motor;;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;14535
MARCELO DA COSTA JR;SC00013337;4410145533;98;25,33;Motor;325;;15000;17;;Deferida;SC;4.01.005;4.2;4. Rede de Cerco;14536
MARCELO DOUGLAS;CE00272411;1630045195;5;9,12;Motor;78;;;;;Deferida;CE;2.02.002;2.5;2. Rede de Emalhe;14537
MARCELO FILHO;SP00059975;3868890521;6,1;8,3;Motor;60;;;2;;Deferida;SP;3.02.004;3.8;3. Rede de Arrasto;14538
MARCELO FILHO I;RJ00236805;3820075224;5,2;8,5;Motor;60;;;2;;Deferida;RJ;3.03.001;3.6;3. Rede de Arrasto;14539
MARCELO I;PA00107127;210987235;3;8;Motor;18;;;;;Deferida;PA;2.04.003;2.11;2. Rede de Emalhe;14540
MARCELO I;SE00297325;2610016077;19,9;12,58;Motor;90;;;3;;Deferida;SE;3.02.001;3.4;3. Rede de Arrasto;14541
MARCELO I;SC00307181;442M2020002238;;7,88;Motor;18;;;;;Deferida;SC;2.02.001;2.2;2. Rede de Emalhe;14542
MARCELO II;SC00200466;443M2008000298;;4;Motor;;;;2;;Deferida;SC;2.02.001;2.2;2. Rede de Emalhe;14543
MARCELO II;PA00106945;210987278;3;8;Motor;18;;;;;Deferida;PA;2.04.003;2.11;2. Rede de Emalhe;14544
MARCELO II;PI00001214;2610074301;17,15;12,1;Motor;110;;8900;4;;Deferida;PI;3.02.001;3.4;3. Rede de Arrasto;14545
MARCELO IV;SP00085678;4010800239;2,8;8,4;Motor;18;;;1;;Deferida;SP;3.02.002;3.9;3. Rede de Arrasto;14546
MARCELO IV;SP00085686;4010801158;2,8;8,4;Motor;18;;;1;;Deferida;SP;3.02.002;3.9;3. Rede de Arrasto;14547
MARCELO JUNIOR;PA00110558;210993863;25;18,8;Motor;114;;;4;;Deferida;PA;1.03.004;1.5;1. Linha;14548
MARCELO JUNIOR;RJ00085698;3860001621;4,4;8,7;Motor;26;;;1;;Deferida;RJ;3.02.002;3.9;3. Rede de Arrasto;14549
MARCELO JUNIOR II;PA00109189;210206934;7,3;11,6;Motor;46;;;3;;Deferida;PA;2.04.003;2.11;2. Rede de Emalhe;14550
MARCELO JUNIOR IV;PA00095735;210307773;12,9;15,2;Motor;114;;;;;Deferida;PA;2.04.003;2.11;2. Rede de Emalhe;14551
MARCELO X;AL00213759;2210044685;7,1;8,74;Motor;60;;2000;3;;Deferida;AL;3.02.005;3.5;3. Rede de Arrasto;14552
MARCHEZI;ES00219971;341M2013005401;;6;Motor;8;;;3;;Deferida;ES;6.03.001;6.6;6. Diversificada;14553
MARCIA;SC00258827;442M2014001614;;5;Remo;;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;14554
MARCIA;CE00097547;1610034121;27;13,5;Motor;208;;1016;3;;Deferida;CE;1.01.002;1.1;1. Linha;14555
MÁRCIA;MA00234867;1210070545;4,2;10;Motor;45;;;;;Deferida;MA;2.04.002;2.10;2. Rede de Emalhe;14556
MARCIA CRISTINA I;SC00005648;4430115702;7,3;9,6;Motor;90;;1200;4;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;14557
MARCIA II;CE00020866;1630033154;1,8;7,75;Vela;;;;5;110;Deferida;CE;5.01.004;5.3;5. Armadilha;14558
MARCIA III;CE00099085;1620001764;0,9;6,3;Vela;;;;5;80;Deferida;CE;5.01.003;5.2;5. Armadilha;14559
MARCIA III DA BARRA;CE00032795;1630038741;1;5,98;Vela;;;;4;60;Deferida;CE;5.01.004;5.3;5. Armadilha;14560
MARCIA IV;PR00085718;4211458965;;7,8;Motor;11;;;2;;Deferida;PR;3.02.002;3.9;3. Rede de Arrasto;14561
MARCIA IV;SP00323731;4040070291;0,8;6,6;Remo;;;;3;;Deferida;SP;6.03.001;6.6;6. Diversificada;14562
MARCIA LVII;SP00085720;4430089752;4,4;10,5;Motor;22;;;4;;Deferida;SP;3.02.002;3.9;3. Rede de Arrasto;14563
MARCIA LXI;SC00198210;4430078599;3,8;9,45;Motor;22;1,3;;2;;Deferida;SC;3.02.002;3.9;3. Rede de Arrasto;14564
MARCIANA;PR00116556;421M2010000481;;5,4;Remo;;;;2;;Deferida;PR;6.04.001;null;6. Diversificada;14565
MARCIANA FILHA;PB00036767;2010074076;4,2;8;Motor;18;;;6;160;Deferida;PB;5.01.001;5.1;5. Armadilha;14566
MARCIANO;ES00176458;341M2006004367;;5;Remo;;;;2;;Deferida;ES;6.03.001;6.6;6. Diversificada;14567
MARCIA REGINA I;CE00252695;162M2013001215;;4,12;Vela;;;;;;Deferida;CE;2.02.002;2.5;2. Rede de Emalhe;14568
MARCIA-VI;CE00020878;1620005018;1;6,25;Vela;;;;5;80;Deferida;CE;5.01.004;5.3;5. Armadilha;14569
MARCIELE;PR00085734;4210273031;0,3;8,3;Motor;11;;;2;;Deferida;PR;3.02.002;3.9;3. Rede de Arrasto;14570
MARCIELE RIBEIRO SILVA;PR00085748;4211499122;0,6;7,65;Motor;9;;;1;;Deferida;PR;3.02.002;3.9;3. Rede de Arrasto;14571
MARCIELLE;SC00269078;442M2014005792;;4,5;Remo;;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;14572
MARCILIO DIAS;RN00020894;1830028278;6;9,6;Motor;72;;;6;220;Deferida;RN;5.01.001;5.1;5. Armadilha;14573
MARCINHA;SC00169587;4420226218;1,4;5,5;Motor;;;;3;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;14574
MARCINHA MAR;CE00020900;1630033383;1,5;7,85;Vela;;;;4;110;Deferida;CE;5.01.004;5.3;5. Armadilha;14575
MARCIO;PR00298359;421M2006002824;;4,5;;;;;2;;Deferida;PR;6.04.001;null;6. Diversificada;14576
MARCIO;RN00020914;1810050391;9;9,2;Motor;100;;;6;220;Deferida;RN;5.01.004;5.3;5. Armadilha;14577
MARCIO;SC00303775;441M2017002498;1;5,9;Motor;7,5;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;14578
MARCIO II;SC00320575;4418922369;1,41;6,1;Motor;10;;;4;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;14579
MARCIO II;PE00020928;2210142270;1;7,5;Motor;45;;500;5;160;Deferida;PE;5.01.004;5.3;5. Armadilha;14580
MARCIO JUNIOR;RJ00012331;3822932647;9,3;11,1;Motor;600;;;3;;Deferida;RJ;4.01.005;4.2;4. Rede de Cerco;14581
MARCIO JUNIOR DE BRAGANÇA;PA00128087;210233214;4,1;9,5;Motor;18;;;;;Deferida;PA;2.04.003;2.11;2. Rede de Emalhe;14582
MARCIO JUNIOR FZM;CE00020936;1610054563;12,3;11,2;Motor;72;;3300;4;300;Deferida;CE;5.01.001;5.1;5. Armadilha;14583
MARCIO JUNIOR II;RJ00288538;3825419541;11;11,6;Motor;60;;;9;;Deferida;RJ;4.01.002;4.4;4. Rede de Cerco;14584
MARCIO LAMAS;PA00128421;210227257;18,7;16,8;Motor;180;;40000;;;Deferida;PA;2.04.003;2.11;2. Rede de Emalhe;14585
MARCIO M;CE00026410;1620013550;5,1;9,2;Motor;;;2500;5;200;Deferida;CE;5.01.003;5.2;5. Armadilha;14586
MARCIONILA;PA00117768;1610026241;8;11,8;Motor;280;;11000;2;;Deferida;PA;1.03.004;1.5;1. Linha;14587
MARCIO TRES;SC00323675;441M2018003923;1;4,94;Motor;15;;;;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;14588
MARCO ANTONIO DE SOUSA;RJ00236937;3860002317;11,3;11,9;Motor;115;;5500;2;;Deferida;RJ;3.03.001;3.6;3. Rede de Arrasto;14589
MARCO ANTONIO P;SC00010241;3810204978;78,2;20,42;Motor;270;;35000;4;;Deferida;SC;3.03.001;3.6;3. Rede de Arrasto;14590
MARCO ANTONIO PINHEIRO;SC00010887;4430124256;84;21,9;Motor;325;;25000;4;;Deferida;SC;3.03.001;3.6;3. Rede de Arrasto;14591
MARCO I;SC00214365;4410174754;0,1;6,68;Motor;9,5;;;4;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;14592
MARCO I;SC00296675;441M2010001742;;4,6;Remo;;;;3;;Deferida;SC;6.08.003;6.10;6. Diversificada;14593
MARCO I;RJ00111688;3840079926;8,5;11,8;Motor;58;;2000;;;Deferida;RJ;1.02.002;1.7;1. Linha;14594
MARCO MAR;SC00264768;4430088152;1,6;7,5;Motor;18;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;14595
MARCO POLO;RJ00131300;3850000991;5,3;8,5;Motor;15;;;3;;Deferida;RJ;1.02.002;1.7;1. Linha;14596
MARCO POLO;PI00001228;1610059697;7,6;8,3;Motor;229;;5000;4;;Deferida;PI;3.02.001;3.4;3. Rede de Arrasto;14597
MARCO POLO;SC00050377;4430119384;3,9;9;Motor;33;8,7;;4;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;14598
MARCOS;SC00055315;4410172565;6,5;11,35;Motor;45;4,6;;6;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;14599
MARCOS ADRIANO DE CAMETA;PA00114310;210296241;11,3;12;Motor;114;;;;;Deferida;PA;2.04.003;2.11;2. Rede de Emalhe;14600
MARCOS ANTONIO F;SC00012567;4430100594;155;29,15;Motor;425;;24000;18;;Deferida;SC;4.01.006;4.3;4. Rede de Cerco;14601
MARCOS ANTONIO I;RN00020948;1820022234;7,9;10;Motor;90;;4000;6;220;Deferida;RN;5.01.001;5.1;5. Armadilha;14602
MARCOS BRITO I;PE00020950;2210077273;2,4;7,45;Motor;45;;;5;160;Deferida;PE;5.01.001;5.1;5. Armadilha;14603
MARCOS E MATEUS;PR00115546;421M2010000988;;6,1;Remo;;;;2;;Deferida;PR;6.04.001;null;6. Diversificada;14604
MARCOS FELIPE II;SC00011511;4430117748;84;21,5;Motor;190;;18000;4;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;14605
MARCOS FILHO DE PIRABAS;PA00133438;210304642;4,5;10,3;Motor;22;;;3;;Deferida;PA;2.04.003;2.11;2. Rede de Emalhe;14606
MARCOS FILHO DO CASTELO;PA00070265;210283718;3;8;Motor;18;;;3;;Deferida;PA;2.00.000;null;2. Rede de Emalhe;14607
MARCOS FILHO NTO;CE00314896;1630047210;49;15,83;Motor;300;;11000;8;;Deferida;CE;1.10.001;1.17;1. Linha;14608
MARCOS FL;CE00307525;162M2017000189;;4,5;Motor, Vela;13;;;3;;Deferida;CE;2.02.002;2.5;2. Rede de Emalhe;14609
MARCOS GABRIEL;PR00085756;421M004746;;7,85;Motor;11;;;2;;Deferida;PR;3.02.002;3.9;3. Rede de Arrasto;14610
MARCOS GUILHERME;ES00211099;3420048793;14;12,4;Motor;;;;;;Deferida;ES;1.02.001;1.3;1. Linha;14611
MARCOS GUILHERME I;ES00064656;3410148809;7,1;10,37;Motor;80;;;;;Deferida;ES;1.01.001;1.2;1. Linha;14612
MARCOS HENRIQUE;CE00248210;162M2014000791;;4,3;Motor;6,5;;;;;Deferida;CE;1.03.005;1.6;1. Linha;14613
MARCOS I;CE00274185;161M2014001246;;7,4;Motor;16;;;;;Deferida;CE;2.02.002;2.5;2. Rede de Emalhe;14614
MARCOS I;SC00164997;4418897135;2;8,5;Motor;18;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;14615
MARCOS I;RN00020978;1830054694;4,5;10;Motor;60;;;5;220;Deferida;RN;5.01.003;5.2;5. Armadilha;14616
MARCOS II;PR00085768;4211507672;0,6;8,2;Motor;12;;;2;;Deferida;PR;3.02.002;3.9;3. Rede de Arrasto;14617
MARCOS II;SC00085770;4420205971;2,6;8;Motor;18;;;2;;Deferida;SC;3.02.002;3.9;3. Rede de Arrasto;14618
MARCOS II;CE00020986;1610059620;6;9,33;Motor;46;;200;5;220;Deferida;CE;5.01.001;5.1;5. Armadilha;14619
MARCOS III;SC00212761;441M2008001777;;5;Motor;8;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;14620
MARCOS IV;CE00020964;1620021463;7;9,41;Motor;58;;;5;220;Deferida;CE;5.01.001;5.1;5. Armadilha;14621
MARCOS IX;SC00319430;4418921915;1;6,47;Motor;13;;;2;;Deferida;SC;2.02.001;2.2;2. Rede de Emalhe;14622
MARCOS KENNEDY;PE00020998;2210078202;6,1;9;Motor;35;;;5;200;Deferida;PE;5.01.003;5.2;5. Armadilha;14623
MARCOS LUCAS;RN00029988;181M2007002361;0,5;4,6;Vela;;;;3;30;Deferida;RN;5.01.004;5.3;5. Armadilha;14624
MARCOS PAI;PB00015779;2010057848;4,5;11,1;Motor;90;;;5;300;Deferida;PB;5.01.001;5.1;5. Armadilha;14625
